Date,Open,High,Low,Close,Adj Close,Volume
01-04-2008,40.293751,40.837502,38.887501,39.112499,15.124642,2373311
02-04-2008,39.75,40.837502,38.887501,39.018749,15.088392,2114965
03-04-2008,39.262501,39.637501,38.924999,39.131248,15.131889,1639461
04-04-2008,39.112499,40.237499,37.912498,38.381248,14.841869,3047565
07-04-2008,38.71875,40.125,38.137501,39.84375,15.407413,2000738
08-04-2008,39.5625,41.099998,39.206249,40.293751,15.581428,3875634
09-04-2008,39.75,42.65625,39.412498,42.356251,16.378984,7785034
10-04-2008,42.09375,43.462502,41.268749,41.775002,16.154222,6491543
11-04-2008,42.09375,42.525002,40.96875,41.868752,16.19047,3090477
15-04-2008,41.25,43.799999,40.912498,43.443748,16.799522,7239253
16-04-2008,43.799999,44.212502,42.375,43.049999,16.647259,3919037
17-04-2008,43.875,43.875,43.125,43.293751,16.741516,2470733
21-04-2008,43.5,44.400002,42.9375,43.049999,16.647259,3563362
22-04-2008,42.9375,43.349998,42.412498,42.731251,16.523996,1931543
23-04-2008,43.125,43.200001,41.625,42.356251,16.378984,2335903
24-04-2008,42.46875,43.78125,42.375,42.618752,16.480492,4241119
25-04-2008,42.75,44.587502,42.056252,43.893749,16.973532,3791983
28-04-2008,45,45,41.887501,42.9375,16.603752,8341909
29-04-2008,43.125,45.262501,43.125,44.831249,17.336056,17880682
30-04-2008,45.375,47.325001,45,45.956249,17.771091,20622829
02-05-2008,46.762501,47.043751,45.112499,45.487499,17.58983,5339143
05-05-2008,45.5625,47.212502,45.224998,46.293751,17.9016,8187823
06-05-2008,46.650002,46.799999,43.987499,44.868752,17.350559,5077154
07-05-2008,45,45.65625,44.287498,45.243752,17.495573,3494773
08-05-2008,44.831249,45.84375,44.25,45.018749,17.408558,2593906
09-05-2008,44.587502,45,43.181252,43.462502,16.806768,3402522
12-05-2008,42.768749,43.837502,41.8125,43.424999,16.792265,2562327
13-05-2008,44.0625,44.775002,42.956249,43.237499,16.719765,2628837
14-05-2008,43.3125,44.025002,42.825001,43.668751,16.88652,2672493
15-05-2008,44.231251,44.362499,43.631248,43.893749,16.973532,611594
16-05-2008,44.174999,44.25,43.6875,43.875,16.96628,647154
20-05-2008,44.137501,44.625,43.6875,44.006248,17.017033,1679229
21-05-2008,43.6875,45.318748,43.6875,44.549999,17.227304,3930973
22-05-2008,44.4375,44.4375,42.84375,43.106251,16.669012,2142071
23-05-2008,43.762501,43.762501,42.787498,43.106251,16.669012,1830423
26-05-2008,42.393749,42.900002,41.287498,41.737499,16.139719,1186311
27-05-2008,42.637501,43.443748,40.40625,40.612499,15.704686,1908535
28-05-2008,40.875,41.849998,40.349998,41.493752,16.04546,2098522
29-05-2008,41.8125,42.299999,39.787498,40.40625,15.624927,4323519
30-05-2008,40.5,40.875,40.125,40.200001,15.545174,716967
02-06-2008,40.40625,40.799999,38.868752,39.056252,15.102889,1242458
